Department_Name	Shift_Date	Shift_Type	Staff_Category	Staff_Subclass	Total_Assigned_Staff
Οφθαλμολογικό Τμήμα	2026-01-02	Evening	Nurse	Head	2
Οφθαλμολογικό Τμήμα	2026-01-02	Evening	Nurse	Nurse	8
Οφθαλμολογικό Τμήμα	2026-01-03	Morning	Admin	Βοηθός Βάρδιας	2
Οφθαλμολογικό Τμήμα	2026-01-03	Morning	Doctor	Γυναικολόγος	1
Οφθαλμολογικό Τμήμα	2026-01-03	Morning	Doctor	Δερματολόγος	1
Οφθαλμολογικό Τμήμα	2026-01-03	Morning	Doctor	Παθολόγος	4
Οφθαλμολογικό Τμήμα	2026-01-03	Morning	Doctor	Ψυχίατρος	1
Οφθαλμολογικό Τμήμα	2026-01-03	Morning	Nurse	Assistant	1
Οφθαλμολογικό Τμήμα	2026-01-03	Morning	Nurse	Head	2
Οφθαλμολογικό Τμήμα	2026-01-03	Morning	Nurse	Nurse	5
Οφθαλμολογικό Τμήμα	2026-01-03	Evening	Admin	Βοηθός Βάρδιας	2
Οφθαλμολογικό Τμήμα	2026-01-03	Evening	Doctor	Δερματολόγος	1
Οφθαλμολογικό Τμήμα	2026-01-03	Evening	Doctor	Παθολόγος	3
Οφθαλμολογικό Τμήμα	2026-01-03	Evening	Nurse	Assistant	1
Οφθαλμολογικό Τμήμα	2026-01-03	Evening	Nurse	Head	2
Οφθαλμολογικό Τμήμα	2026-01-03	Evening	Nurse	Nurse	8
Οφθαλμολογικό Τμήμα	2026-01-04	Morning	Admin	Βοηθός Βάρδιας	2
Οφθαλμολογικό Τμήμα	2026-01-04	Morning	Doctor	Γυναικολόγος	1
Οφθαλμολογικό Τμήμα	2026-01-04	Morning	Doctor	Δερματολόγος	1
Οφθαλμολογικό Τμήμα	2026-01-04	Morning	Doctor	Παθολόγος	4
Οφθαλμολογικό Τμήμα	2026-01-04	Morning	Doctor	Ψυχίατρος	1
Οφθαλμολογικό Τμήμα	2026-01-04	Morning	Nurse	Assistant	1
Οφθαλμολογικό Τμήμα	2026-01-04	Morning	Nurse	Head	2
Οφθαλμολογικό Τμήμα	2026-01-04	Morning	Nurse	Nurse	5
Οφθαλμολογικό Τμήμα	2026-01-04	Evening	Admin	Βοηθός Βάρδιας	2
Οφθαλμολογικό Τμήμα	2026-01-04	Evening	Doctor	Δερματολόγος	1
Οφθαλμολογικό Τμήμα	2026-01-04	Evening	Doctor	Παθολόγος	3
Οφθαλμολογικό Τμήμα	2026-01-04	Evening	Nurse	Assistant	1
Οφθαλμολογικό Τμήμα	2026-01-04	Evening	Nurse	Head	2
Οφθαλμολογικό Τμήμα	2026-01-04	Evening	Nurse	Nurse	8
Οφθαλμολογικό Τμήμα	2026-01-05	Morning	Admin	Βοηθός Βάρδιας	2
Οφθαλμολογικό Τμήμα	2026-01-05	Morning	Doctor	Γυναικολόγος	1
Οφθαλμολογικό Τμήμα	2026-01-05	Morning	Doctor	Δερματολόγος	1
Οφθαλμολογικό Τμήμα	2026-01-05	Morning	Doctor	Παθολόγος	4
Οφθαλμολογικό Τμήμα	2026-01-05	Morning	Doctor	Ψυχίατρος	1
Οφθαλμολογικό Τμήμα	2026-01-05	Morning	Nurse	Assistant	1
Οφθαλμολογικό Τμήμα	2026-01-05	Morning	Nurse	Head	2
Οφθαλμολογικό Τμήμα	2026-01-05	Morning	Nurse	Nurse	5
Οφθαλμολογικό Τμήμα	2026-01-05	Evening	Admin	Βοηθός Βάρδιας	2
Οφθαλμολογικό Τμήμα	2026-01-05	Evening	Doctor	Δερματολόγος	1
Οφθαλμολογικό Τμήμα	2026-01-05	Evening	Doctor	Παθολόγος	3
Οφθαλμολογικό Τμήμα	2026-01-05	Evening	Nurse	Assistant	1
Οφθαλμολογικό Τμήμα	2026-01-05	Evening	Nurse	Head	2
Οφθαλμολογικό Τμήμα	2026-01-05	Evening	Nurse	Nurse	8
Παθολογικό Τμήμα	2026-01-01	Morning	Admin	Βοηθός Βάρδιας	2
Παθολογικό Τμήμα	2026-01-01	Morning	Admin	Γραμματέας Υποδοχής	1
Παθολογικό Τμήμα	2026-01-01	Morning	Doctor	Παθολόγος	3
Παθολογικό Τμήμα	2026-01-01	Morning	Doctor	Χειρουργός	1
Παθολογικό Τμήμα	2026-01-01	Morning	Nurse	Assistant	1
Παθολογικό Τμήμα	2026-01-01	Morning	Nurse	Head	3
Παθολογικό Τμήμα	2026-01-01	Morning	Nurse	Nurse	10
Παθολογικό Τμήμα	2026-01-01	Evening	Admin	Βοηθός Βάρδιας	2
Παθολογικό Τμήμα	2026-01-01	Evening	Doctor	Ορθοπεδικός	1
Παθολογικό Τμήμα	2026-01-01	Evening	Doctor	Ουρολόγος	1
Παθολογικό Τμήμα	2026-01-01	Evening	Doctor	Παθολόγος	3
Παθολογικό Τμήμα	2026-01-01	Evening	Nurse	Assistant	1
Παθολογικό Τμήμα	2026-01-01	Evening	Nurse	Head	3
Παθολογικό Τμήμα	2026-01-01	Evening	Nurse	Nurse	7
Παθολογικό Τμήμα	2026-01-02	Morning	Admin	Βοηθός Βάρδιας	2
Παθολογικό Τμήμα	2026-01-02	Morning	Admin	Γραμματέας Υποδοχής	1
Παθολογικό Τμήμα	2026-01-02	Morning	Doctor	Παθολόγος	3
Παθολογικό Τμήμα	2026-01-02	Morning	Doctor	Χειρουργός	1
Παθολογικό Τμήμα	2026-01-02	Morning	Nurse	Assistant	1
Παθολογικό Τμήμα	2026-01-02	Morning	Nurse	Head	3
Παθολογικό Τμήμα	2026-01-02	Morning	Nurse	Nurse	10
Παθολογικό Τμήμα	2026-01-02	Evening	Admin	Βοηθός Βάρδιας	2
Παθολογικό Τμήμα	2026-01-02	Evening	Doctor	Ορθοπεδικός	1
Παθολογικό Τμήμα	2026-01-02	Evening	Doctor	Ουρολόγος	1
Παθολογικό Τμήμα	2026-01-02	Evening	Doctor	Παθολόγος	3
Παθολογικό Τμήμα	2026-01-02	Evening	Nurse	Assistant	1
Παθολογικό Τμήμα	2026-01-02	Evening	Nurse	Head	3
Παθολογικό Τμήμα	2026-01-02	Evening	Nurse	Nurse	7
Παθολογικό Τμήμα	2026-01-03	Morning	Admin	Βοηθός Βάρδιας	2
Παθολογικό Τμήμα	2026-01-03	Morning	Admin	Γραμματέας Υποδοχής	1
Παθολογικό Τμήμα	2026-01-03	Morning	Doctor	Παθολόγος	3
Παθολογικό Τμήμα	2026-01-03	Morning	Doctor	Χειρουργός	1
Παθολογικό Τμήμα	2026-01-03	Morning	Nurse	Assistant	1
Παθολογικό Τμήμα	2026-01-03	Morning	Nurse	Head	3
Παθολογικό Τμήμα	2026-01-03	Morning	Nurse	Nurse	10
Παθολογικό Τμήμα	2026-01-03	Evening	Admin	Βοηθός Βάρδιας	2
Παθολογικό Τμήμα	2026-01-03	Evening	Doctor	Ορθοπεδικός	1
Παθολογικό Τμήμα	2026-01-03	Evening	Doctor	Ουρολόγος	1
Παθολογικό Τμήμα	2026-01-03	Evening	Doctor	Παθολόγος	3
Παθολογικό Τμήμα	2026-01-03	Evening	Nurse	Assistant	1
Παθολογικό Τμήμα	2026-01-03	Evening	Nurse	Head	3
Παθολογικό Τμήμα	2026-01-03	Evening	Nurse	Nurse	7
Παθολογικό Τμήμα	2026-01-04	Morning	Admin	Βοηθός Βάρδιας	2
Παθολογικό Τμήμα	2026-01-04	Morning	Admin	Γραμματέας Υποδοχής	1
Παθολογικό Τμήμα	2026-01-04	Morning	Doctor	Παθολόγος	3
Παθολογικό Τμήμα	2026-01-04	Morning	Doctor	Χειρουργός	1
Παθολογικό Τμήμα	2026-01-04	Morning	Nurse	Assistant	1
Παθολογικό Τμήμα	2026-01-04	Morning	Nurse	Head	3
Παθολογικό Τμήμα	2026-01-04	Morning	Nurse	Nurse	10
Παθολογικό Τμήμα	2026-01-04	Evening	Admin	Βοηθός Βάρδιας	2
Παθολογικό Τμήμα	2026-01-04	Evening	Doctor	Ορθοπεδικός	1
Παθολογικό Τμήμα	2026-01-04	Evening	Doctor	Ουρολόγος	1
Παθολογικό Τμήμα	2026-01-04	Evening	Doctor	Παθολόγος	3
Παθολογικό Τμήμα	2026-01-04	Evening	Nurse	Assistant	1
Παθολογικό Τμήμα	2026-01-04	Evening	Nurse	Head	3
Παθολογικό Τμήμα	2026-01-04	Evening	Nurse	Nurse	7
Παθολογικό Τμήμα	2026-01-05	Morning	Admin	Βοηθός Βάρδιας	2
Παθολογικό Τμήμα	2026-01-05	Morning	Admin	Γραμματέας Υποδοχής	1
Παθολογικό Τμήμα	2026-01-05	Morning	Doctor	Παθολόγος	3
Παθολογικό Τμήμα	2026-01-05	Morning	Doctor	Χειρουργός	1
Παθολογικό Τμήμα	2026-01-05	Morning	Nurse	Assistant	1
Παθολογικό Τμήμα	2026-01-05	Morning	Nurse	Head	3
Παθολογικό Τμήμα	2026-01-05	Morning	Nurse	Nurse	10
Παθολογικό Τμήμα	2026-01-05	Evening	Admin	Βοηθός Βάρδιας	2
Παθολογικό Τμήμα	2026-01-05	Evening	Doctor	Ορθοπεδικός	1
Παθολογικό Τμήμα	2026-01-05	Evening	Doctor	Ουρολόγος	1
Παθολογικό Τμήμα	2026-01-05	Evening	Doctor	Παθολόγος	3
Παθολογικό Τμήμα	2026-01-05	Evening	Nurse	Assistant	1
Παθολογικό Τμήμα	2026-01-05	Evening	Nurse	Head	3
Παθολογικό Τμήμα	2026-01-05	Evening	Nurse	Nurse	7
Πνευμονολογικό Τμήμα	2026-01-01	Morning	Admin	Βοηθός Βάρδιας	2
Πνευμονολογικό Τμήμα	2026-01-01	Morning	Doctor	Ορθοπεδικός	1
Πνευμονολογικό Τμήμα	2026-01-01	Morning	Doctor	Παθολόγος	3
Πνευμονολογικό Τμήμα	2026-01-01	Morning	Doctor	Παιδίατρος	1
Πνευμονολογικό Τμήμα	2026-01-01	Morning	Nurse	Assistant	2
Πνευμονολογικό Τμήμα	2026-01-01	Morning	Nurse	Head	3
Πνευμονολογικό Τμήμα	2026-01-01	Morning	Nurse	Nurse	6
Πνευμονολογικό Τμήμα	2026-01-01	Evening	Admin	Βοηθός Βάρδιας	2
Πνευμονολογικό Τμήμα	2026-01-01	Evening	Admin	Διαχείριση Ανθρωπίνου Δυναμικού (HR)	1
Πνευμονολογικό Τμήμα	2026-01-01	Evening	Doctor	Δερματολόγος	1
Πνευμονολογικό Τμήμα	2026-01-01	Evening	Doctor	Καρδιολόγος	1
Πνευμονολογικό Τμήμα	2026-01-01	Evening	Doctor	Ορθοπεδικός	1
Πνευμονολογικό Τμήμα	2026-01-01	Evening	Doctor	Παθολόγος	3
Πνευμονολογικό Τμήμα	2026-01-01	Evening	Doctor	Χειρουργός	1
Πνευμονολογικό Τμήμα	2026-01-01	Evening	Nurse	Assistant	5
Πνευμονολογικό Τμήμα	2026-01-01	Evening	Nurse	Nurse	7
Πνευμονολογικό Τμήμα	2026-01-02	Morning	Admin	Βοηθός Βάρδιας	2
Πνευμονολογικό Τμήμα	2026-01-02	Morning	Doctor	Ορθοπεδικός	1
Πνευμονολογικό Τμήμα	2026-01-02	Morning	Doctor	Παθολόγος	3
Πνευμονολογικό Τμήμα	2026-01-02	Morning	Doctor	Παιδίατρος	1
Πνευμονολογικό Τμήμα	2026-01-02	Morning	Nurse	Assistant	2
Πνευμονολογικό Τμήμα	2026-01-02	Morning	Nurse	Head	3
Πνευμονολογικό Τμήμα	2026-01-02	Morning	Nurse	Nurse	6
Πνευμονολογικό Τμήμα	2026-01-02	Evening	Admin	Βοηθός Βάρδιας	2
Πνευμονολογικό Τμήμα	2026-01-02	Evening	Admin	Διαχείριση Ανθρωπίνου Δυναμικού (HR)	1
Πνευμονολογικό Τμήμα	2026-01-02	Evening	Doctor	Δερματολόγος	1
Πνευμονολογικό Τμήμα	2026-01-02	Evening	Doctor	Καρδιολόγος	1
Πνευμονολογικό Τμήμα	2026-01-02	Evening	Doctor	Ορθοπεδικός	1
Πνευμονολογικό Τμήμα	2026-01-02	Evening	Doctor	Παθολόγος	3
Πνευμονολογικό Τμήμα	2026-01-02	Evening	Doctor	Χειρουργός	1
Πνευμονολογικό Τμήμα	2026-01-02	Evening	Nurse	Assistant	5
Πνευμονολογικό Τμήμα	2026-01-02	Evening	Nurse	Nurse	7
Πνευμονολογικό Τμήμα	2026-01-03	Morning	Admin	Βοηθός Βάρδιας	2
Πνευμονολογικό Τμήμα	2026-01-03	Morning	Doctor	Ορθοπεδικός	1
Πνευμονολογικό Τμήμα	2026-01-03	Morning	Doctor	Παθολόγος	3
Πνευμονολογικό Τμήμα	2026-01-03	Morning	Doctor	Παιδίατρος	1
Πνευμονολογικό Τμήμα	2026-01-03	Morning	Nurse	Assistant	2
Πνευμονολογικό Τμήμα	2026-01-03	Morning	Nurse	Head	3
Πνευμονολογικό Τμήμα	2026-01-03	Morning	Nurse	Nurse	6
Πνευμονολογικό Τμήμα	2026-01-03	Evening	Admin	Βοηθός Βάρδιας	2
Πνευμονολογικό Τμήμα	2026-01-03	Evening	Admin	Διαχείριση Ανθρωπίνου Δυναμικού (HR)	1
Πνευμονολογικό Τμήμα	2026-01-03	Evening	Doctor	Δερματολόγος	1
Πνευμονολογικό Τμήμα	2026-01-03	Evening	Doctor	Καρδιολόγος	1
Πνευμονολογικό Τμήμα	2026-01-03	Evening	Doctor	Ορθοπεδικός	1
Πνευμονολογικό Τμήμα	2026-01-03	Evening	Doctor	Παθολόγος	3
Πνευμονολογικό Τμήμα	2026-01-03	Evening	Doctor	Χειρουργός	1
Πνευμονολογικό Τμήμα	2026-01-03	Evening	Nurse	Assistant	5
Πνευμονολογικό Τμήμα	2026-01-03	Evening	Nurse	Nurse	7
Πνευμονολογικό Τμήμα	2026-01-04	Morning	Admin	Βοηθός Βάρδιας	2
Πνευμονολογικό Τμήμα	2026-01-04	Morning	Doctor	Ορθοπεδικός	1
Πνευμονολογικό Τμήμα	2026-01-04	Morning	Doctor	Παθολόγος	3
Πνευμονολογικό Τμήμα	2026-01-04	Morning	Doctor	Παιδίατρος	1
Πνευμονολογικό Τμήμα	2026-01-04	Morning	Nurse	Assistant	2
Πνευμονολογικό Τμήμα	2026-01-04	Morning	Nurse	Head	3
Πνευμονολογικό Τμήμα	2026-01-04	Morning	Nurse	Nurse	6
Πνευμονολογικό Τμήμα	2026-01-04	Evening	Admin	Βοηθός Βάρδιας	2
Πνευμονολογικό Τμήμα	2026-01-04	Evening	Admin	Διαχείριση Ανθρωπίνου Δυναμικού (HR)	1
Πνευμονολογικό Τμήμα	2026-01-04	Evening	Doctor	Δερματολόγος	1
Πνευμονολογικό Τμήμα	2026-01-04	Evening	Doctor	Καρδιολόγος	1
Πνευμονολογικό Τμήμα	2026-01-04	Evening	Doctor	Ορθοπεδικός	1
Πνευμονολογικό Τμήμα	2026-01-04	Evening	Doctor	Παθολόγος	3
Πνευμονολογικό Τμήμα	2026-01-04	Evening	Doctor	Χειρουργός	1
Πνευμονολογικό Τμήμα	2026-01-04	Evening	Nurse	Assistant	5
Πνευμονολογικό Τμήμα	2026-01-04	Evening	Nurse	Nurse	7
Πνευμονολογικό Τμήμα	2026-01-05	Morning	Admin	Βοηθός Βάρδιας	2
Πνευμονολογικό Τμήμα	2026-01-05	Morning	Doctor	Ορθοπεδικός	1
Πνευμονολογικό Τμήμα	2026-01-05	Morning	Doctor	Παθολόγος	3
Πνευμονολογικό Τμήμα	2026-01-05	Morning	Doctor	Παιδίατρος	1
Πνευμονολογικό Τμήμα	2026-01-05	Morning	Nurse	Assistant	2
Πνευμονολογικό Τμήμα	2026-01-05	Morning	Nurse	Head	3
Πνευμονολογικό Τμήμα	2026-01-05	Morning	Nurse	Nurse	6
Πνευμονολογικό Τμήμα	2026-01-05	Evening	Admin	Βοηθός Βάρδιας	2
Πνευμονολογικό Τμήμα	2026-01-05	Evening	Admin	Διαχείριση Ανθρωπίνου Δυναμικού (HR)	1
Πνευμονολογικό Τμήμα	2026-01-05	Evening	Doctor	Δερματολόγος	1
Πνευμονολογικό Τμήμα	2026-01-05	Evening	Doctor	Καρδιολόγος	1
Πνευμονολογικό Τμήμα	2026-01-05	Evening	Doctor	Ορθοπεδικός	1
Πνευμονολογικό Τμήμα	2026-01-05	Evening	Doctor	Παθολόγος	3
Πνευμονολογικό Τμήμα	2026-01-05	Evening	Doctor	Χειρουργός	1
Πνευμονολογικό Τμήμα	2026-01-05	Evening	Nurse	Assistant	5
Πνευμονολογικό Τμήμα	2026-01-05	Evening	Nurse	Nurse	7
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-01	Morning	Admin	Βοηθός Βάρδιας	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-01	Morning	Admin	Γραμματεία Επειγόντων	1
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-01	Morning	Admin	Συντονιστής Ασφαλείας	1
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-01	Morning	Doctor	Παθολόγος	4
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-01	Morning	Nurse	Assistant	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-01	Morning	Nurse	Head	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-01	Morning	Nurse	Nurse	8
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-01	Evening	Admin	Βοηθός Βάρδιας	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-01	Evening	Doctor	Δερματολόγος	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-01	Evening	Doctor	Νευρολόγος	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-01	Evening	Doctor	Ουρολόγος	1
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-01	Evening	Doctor	Παθολόγος	3
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-01	Evening	Nurse	Assistant	5
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-01	Evening	Nurse	Nurse	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-02	Morning	Admin	Βοηθός Βάρδιας	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-02	Morning	Admin	Γραμματεία Επειγόντων	1
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-02	Morning	Admin	Συντονιστής Ασφαλείας	1
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-02	Morning	Doctor	Παθολόγος	4
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-02	Morning	Nurse	Assistant	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-02	Morning	Nurse	Head	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-02	Morning	Nurse	Nurse	8
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-02	Evening	Admin	Βοηθός Βάρδιας	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-02	Evening	Doctor	Δερματολόγος	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-02	Evening	Doctor	Νευρολόγος	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-02	Evening	Doctor	Ουρολόγος	1
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-02	Evening	Doctor	Παθολόγος	3
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-02	Evening	Nurse	Assistant	5
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-02	Evening	Nurse	Nurse	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-03	Morning	Admin	Βοηθός Βάρδιας	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-03	Morning	Admin	Γραμματεία Επειγόντων	1
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-03	Morning	Admin	Συντονιστής Ασφαλείας	1
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-03	Morning	Doctor	Παθολόγος	4
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-03	Morning	Nurse	Assistant	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-03	Morning	Nurse	Head	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-03	Morning	Nurse	Nurse	8
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-03	Evening	Admin	Βοηθός Βάρδιας	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-03	Evening	Doctor	Δερματολόγος	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-03	Evening	Doctor	Νευρολόγος	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-03	Evening	Doctor	Ουρολόγος	1
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-03	Evening	Doctor	Παθολόγος	3
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-03	Evening	Nurse	Assistant	5
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-03	Evening	Nurse	Nurse	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-04	Morning	Admin	Βοηθός Βάρδιας	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-04	Morning	Admin	Γραμματεία Επειγόντων	1
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-04	Morning	Admin	Συντονιστής Ασφαλείας	1
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-04	Morning	Doctor	Παθολόγος	4
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-04	Morning	Nurse	Assistant	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-04	Morning	Nurse	Head	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-04	Morning	Nurse	Nurse	8
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-04	Evening	Admin	Βοηθός Βάρδιας	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-04	Evening	Doctor	Δερματολόγος	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-04	Evening	Doctor	Νευρολόγος	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-04	Evening	Doctor	Ουρολόγος	1
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-04	Evening	Doctor	Παθολόγος	3
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-04	Evening	Nurse	Assistant	5
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-04	Evening	Nurse	Nurse	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-05	Morning	Admin	Βοηθός Βάρδιας	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-05	Morning	Admin	Γραμματεία Επειγόντων	1
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-05	Morning	Admin	Συντονιστής Ασφαλείας	1
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-05	Morning	Doctor	Παθολόγος	4
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-05	Morning	Nurse	Assistant	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-05	Morning	Nurse	Head	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-05	Morning	Nurse	Nurse	8
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-05	Evening	Admin	Βοηθός Βάρδιας	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-05	Evening	Doctor	Δερματολόγος	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-05	Evening	Doctor	Νευρολόγος	2
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-05	Evening	Doctor	Ουρολόγος	1
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-05	Evening	Doctor	Παθολόγος	3
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-05	Evening	Nurse	Assistant	5
Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)	2026-01-05	Evening	Nurse	Nurse	2
Χειρουργικό Τμήμα	2026-01-01	Morning	Admin	Βοηθός Βάρδιας	2
Χειρουργικό Τμήμα	2026-01-01	Morning	Admin	Υπεύθυνος Λογιστηρίου	1
Χειρουργικό Τμήμα	2026-01-01	Morning	Doctor	Γυναικολόγος	1
Χειρουργικό Τμήμα	2026-01-01	Morning	Doctor	Ορθοπεδικός	1
Χειρουργικό Τμήμα	2026-01-01	Morning	Doctor	Παθολόγος	3
Χειρουργικό Τμήμα	2026-01-01	Morning	Doctor	Παιδίατρος	1
Χειρουργικό Τμήμα	2026-01-01	Morning	Doctor	Ψυχίατρος	1
Χειρουργικό Τμήμα	2026-01-01	Morning	Nurse	Assistant	1
Χειρουργικό Τμήμα	2026-01-01	Morning	Nurse	Head	2
Χειρουργικό Τμήμα	2026-01-01	Morning	Nurse	Nurse	7
Χειρουργικό Τμήμα	2026-01-01	Evening	Admin	Βοηθός Βάρδιας	2
Χειρουργικό Τμήμα	2026-01-01	Evening	Doctor	Ουρολόγος	3
Χειρουργικό Τμήμα	2026-01-01	Evening	Doctor	Παθολόγος	4
Χειρουργικό Τμήμα	2026-01-01	Evening	Nurse	Assistant	2
Χειρουργικό Τμήμα	2026-01-01	Evening	Nurse	Head	3
Χειρουργικό Τμήμα	2026-01-01	Evening	Nurse	Nurse	6
Χειρουργικό Τμήμα	2026-01-02	Morning	Admin	Βοηθός Βάρδιας	2
Χειρουργικό Τμήμα	2026-01-02	Morning	Admin	Υπεύθυνος Λογιστηρίου	1
Χειρουργικό Τμήμα	2026-01-02	Morning	Doctor	Γυναικολόγος	1
Χειρουργικό Τμήμα	2026-01-02	Morning	Doctor	Ορθοπεδικός	1
Χειρουργικό Τμήμα	2026-01-02	Morning	Doctor	Παθολόγος	3
Χειρουργικό Τμήμα	2026-01-02	Morning	Doctor	Παιδίατρος	1
Χειρουργικό Τμήμα	2026-01-02	Morning	Doctor	Ψυχίατρος	1
Χειρουργικό Τμήμα	2026-01-02	Morning	Nurse	Assistant	1
Χειρουργικό Τμήμα	2026-01-02	Morning	Nurse	Head	2
Χειρουργικό Τμήμα	2026-01-02	Morning	Nurse	Nurse	7
Χειρουργικό Τμήμα	2026-01-02	Evening	Admin	Βοηθός Βάρδιας	2
Χειρουργικό Τμήμα	2026-01-02	Evening	Doctor	Ουρολόγος	3
Χειρουργικό Τμήμα	2026-01-02	Evening	Doctor	Παθολόγος	4
Χειρουργικό Τμήμα	2026-01-02	Evening	Nurse	Assistant	2
Χειρουργικό Τμήμα	2026-01-02	Evening	Nurse	Head	3
Χειρουργικό Τμήμα	2026-01-02	Evening	Nurse	Nurse	6
Χειρουργικό Τμήμα	2026-01-03	Morning	Admin	Βοηθός Βάρδιας	2
Χειρουργικό Τμήμα	2026-01-03	Morning	Admin	Υπεύθυνος Λογιστηρίου	1
Χειρουργικό Τμήμα	2026-01-03	Morning	Doctor	Γυναικολόγος	1
Χειρουργικό Τμήμα	2026-01-03	Morning	Doctor	Ορθοπεδικός	1
Χειρουργικό Τμήμα	2026-01-03	Morning	Doctor	Παθολόγος	3
Χειρουργικό Τμήμα	2026-01-03	Morning	Doctor	Παιδίατρος	1
Χειρουργικό Τμήμα	2026-01-03	Morning	Doctor	Ψυχίατρος	1
