substance_name	allergic_patients_count	medications_count
Sodium, Hydrogen Carbonate	0	4
Dry Extract Of Dried Crude Pollen From Secale Cereale, Phleum Pratense And Zea Mays (30:1.5:1), Der: 2.7-7.5:1, Extraction Solvent: Water : Acetone...	0	2
Magnesium Phosphoricum Dil. D8, Potentilla Anserina Dil. D2, Citrullus Colocynthis Dil. D4	0	1
Bromhexine Hydrochloride, Sulfamethoxazole, Trimethoprim, Tolu Balsam Extract	0	1
Rosmarini Aetheroleum 10% (Hab, Vs. 12h Mit Nativem Olivenöl)	0	1
Tinidazole	0	8
Ajmaline	0	1
Felis Domesticus	0	4
Nefopam Hydrochloride	0	35
Chelidonium Ferro Cultum Rh Dil. D3	0	2
Arnica Montana, Planta Tota Rec., Ethanol. Extr. 1:1,1	0	2
Coumarin	0	1
Haemophilus Type B Conjugate Vaccine (Tetanus Toxoid Conjugate)	0	2
Phenylephrine Hydrochloride, Ibuprofen	0	17
Sodium Ascorbate, Ferrous Sulfate Heptahydrate	0	1
Doxazosin, Finasteride	0	7
Luffa Operculata D12, Luffa Operculata D6, Luffa Operculata D15	0	1
Betamethasone, Diprophylline, Guaifenesin	0	1
Juice From Dandelion Root, Extraction Solvents: Ethanol 96% (V/V), Water	0	1
Rat Hair	0	1
Tezacaftor, Deutivacaftor, Vanzacaftor	0	1
Acidum Arsenicosum Dil. D1000, Acidum Arsenicosum Dil. D200, Acidum Arsenicosum Dil. D30, Acidum Arsenicosum Dil. D12	0	1
Ethanol, Tartrazine, Camphor, Synthetic	0	1
Mixture Of Allergen Extacts From Holcus Lanatus, Dactylis Glomerata, Lolium Perenne, Phleum Pratense, Poa Pratensis And Festuca Pratensis	0	1
Carum Carvi, Gentiana Lutea Ø, Chelidonium Majus Dil. D7, Citrullus Colocynthis Dil. D7, Atropa Bella-Donna D4, Fel Tauri D4, Matricaria Recutita M...	0	1
Viscum Album Fraxini Ex Herba Recente Col. D10	0	1
Apis Mellifica Dil. D4, Teucrium Marum Dil. D4, Thryallis Glauca D4, Kalium Bichromicum Dil. D4, Verbascum Densiflorum Dil. D1	0	1
Glandulae Suprarenales Bovis Gl Dil. D4 (Hab, Vs. 41a)	0	1
Passiflora Incarnata D3, Hyoscyamus Niger C5, Myristica Fragrans C4, Datura Stramonium C5	0	1
Codeine Phosphate Hemihydrate Pheur, Caffeine Ph. Eur., Paracetamol Ph. Eur.	0	2
Dimenhydrinate, Caffeine, Pyridoxine Hydrochloride	0	1
Lidocaine Hydrochloride Monohydrate, Triamcinolone Acetonide	0	1
Benproperine Phosphate	0	1
Indapamide, Perindopril	0	8
Prostata Suis D12, Prostata Suis D200, Prostata Suis D30, Prostata Suis D8	0	1
Suxamethonium Chloride	0	22
Epinephrine Bitartrate	0	17
Mesalazine	0	85
Calendula Mother Tincture	0	2
Valeriana Officinalis L. Root Dry Extract, Melissa Leaf Dry Extract	0	2
Ammonia Solution, Concentrated	0	1
Fraxini Cortex, Extractum, Populi Cortex Et Folium, Extractum, European Goldenrod Extract	0	2
Otilonium Bromide	0	10
Cineraria Maritima, Herba Dil. D3	0	1
Desonide	0	7
Lavandula Angustifolia P. Mill.	0	2
Aurum Metallicum Praeparatum Trit. D10, Ferrum-Quarz Trit. D2, Kalium Phosphoricum Trit. D6	0	2
Hydrocortisone Acetate, Peru Balsam, Zinc Oxide, Benzyl Benzoate, Bismuth Oxide, Bismuth Subgallate	0	4
Potassium Chloride, Sodium Chloride, Sodium Lactate (As 50% Solution)	0	1
Spiramycin	0	8
Dry Hydroalcoholic Extract Of Valerian Root (4-7:1), Extraction Solvent: Ethanol 70% V/V, Dry Extract From Hop Strobile (4–8:1), Extraction Solvent...	0	2
Matricariae Flos, Menthae Piperitae Folium, Liquorice Root	0	3
Cactus Dil. D1, Strophantus Gratus Dil. D4, Crataegus Mother Tincture	0	1
Sanguinaria Canadensis D6, Sepia Officinalis D4, Simarouba Cedron D4, Stannum Metallicum D12, Strychnos Ignatii D4, Sulfur D4, Lachesis Mutus D12	0	1
Triazolam	0	8
Alogliptin	0	5
Fezolinetant	0	1
Niraparib	0	1
Chlorhexidine Gluconate, Isopropyl Alcohol	0	26
Cyanocobalamin, Folic Acid, Potassium Iodide	0	3
Ascorbic Acid, Biotin, Calcium Pantothenate, Cyanocobalamin, Folic Acid, Nicotinamide, Riboflavin, Magnesium Carbonate Heavy, Magnesium Oxide, Ligh...	0	1
Heparin Sodium, Dexpanthenol	0	4
Pioglitazone Hydrochloride, Glimepiride	0	1
Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate, Glucose Monohydrate, Sodium (S)-Lactate Sol...	0	6
Dry Extract From Fresh Sage Leaf (1:17-18), Extraction Solvent: Ethanol 68% V/V, Tincture From Fresh Echinacea Purpurea Herb (1:12-13), Extraction ...	0	1
Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate	0	2
Bismuth Subnitrate Bpc, Iodoform Bpc	0	2
Rhubarb Extract, Salicylic Acid	0	1
Tiapride Hydrochloride	0	19
Aconitum Napellus E Tubere Ferm 33c Dil. D29 (Hab, Vs. 33c), Atropa Belladonna E Radice Ferm 33b Dil. D29 (Hab, Vs. 33b), Toxicodendron Quercifoliu...	0	1
Exametazime	0	18
Nalbuphine Hydrochloride	0	7
Celiprolol Hydrochloride	0	19
Zidovudine, Lamivudine	0	20
Argentum Nitricum Dil. D19 Aquos. (Hab, Vs. 5b), Chlorophyceae Ferm 33e Dil. D2 (Hab, Vs. 33e), Eucalyptus Globulus E Foliis Ferm 33d Ø (Hab, Vs. 3...	0	1
Colocynthis Dil. D6, Aconitum Dil. D4, Cedron Dil. D4, Kalmia Latifolia Dil. D3, Verbascum Densiflorum Dil. D2	0	1
Glycopyrronium, Neostigmine Methylsulfate	0	1
Perindopril Tert-Butylamine, Indapamide, Amlodipine Besilate	0	4
Sildenafil	0	287
Disodium Phosphate Dihydrate, Potassium Dihydrogen Phosphate, Potassium Hydroxide	0	1
Liquid Extract Of Hedera Helix Leaf, Codeine Hydrobromide Dihydrate	0	1
Benzylpenicillin Procaine	0	2
Iris Trit. D3, Gelsemium Trit. D4, Cyclamen Trit. D4, Paris Quadrifolia Trit. D4	0	1
Pyridoxine	0	2
Tedizolid Phosphate	0	1
Abiraterone	0	9
Erythromycin, Benzoyl Peroxide	0	1
Metoclopramide Hydrochloride Monohydrate	0	46
Captopril Bp	0	3
Venetoclax	0	1
Gelsemium Sempervirens Dil. D4, Ambra Grisea Dil. D 4, Sepia Officinalis Dil. D 8, Calcium Carbonicum Hahnemanni D8, Cimicifuga Racemosa D4, Kalium...	0	1
Pantothenate Sodium, Riboflavin Sodium Phosphate, Cyanocobalamin, Nicotinamide, Pyridoxine Hydrochloride, Lecithin Soya	0	1
Clofarabine	0	19
Dextromethorphan Hydrobromide, Pseudoephedrine Hydrochloride, Guaifenesin, Paracetamol	0	1
Levomenthol, Camphor, Racemic, Eucalyptus Oil	0	1
Baptisia Dil. D1, Hydrargyrum Bicyanatum Dil. D8, Ammonium Bromatum Dil. D4, Kalium Bichromicum Dil. D4, Kalium Chloratum Dil. D2, Apisinum Dil. D6	0	1
Hypericum Perforatum L.	0	2
Pressed Juice From Fresh Potato Tubers (1 : 0.45 – 0.70)	0	1
Strychnos Nux-Vomica Dil. D4, Silybum Marianum Dil. D2, Cinchona Pubescens Dil. D3, Chelidonium Dil. D6, Lycopodium Dil. D4	0	2
Eftrenonacog Alfa	0	1
Menthae Piperitae Folium, Extract Of Iberis Amara (1 : 1.5 - 2.5), Extracting Agent: Ethanol 50 % (V/V), Liquid Extract Of Caraway Fruit (1 : 2.5 -...	0	1
Calcium Fluoratum Trit. D12	0	1
Tyrophagus Putrescentiae, Depigmented Polymerized Extract	0	1
Ambra Grisea Dil. D 6, Conium Maculatum Dil. D3, Petroleum Rectificatum Dil. D8, Anamirta Cocculus Dil. D4	0	1
Flurbiprofen Sodium Dihydrate	0	3
Octyl Gallate	0	1
Chortoglyphus Arcuatus Extract	0	1
Daphne Mezereum Dil. D 6, Matricaria Recutita Dil. D6, Calcium Carbonicum Hahnemanni Dil. D30, Acidum Silicicum Dil. D30, Calcium Hypophosphorosum ...	0	1
Lachesis Dil. D10, Vipera Berus E Veneno Sicc. Dil. D 10, Echinacea Dil. D3, Eupatorium Perfoliatum Dil. D3, Echinacea Purpurea Dil D3	0	1
Atomoxetine	0	49
Human Papillomavirus Type 16 L1 Protein Adjuvanted By As04 Adsorbed On Aluminium Hydroxide, Hydrated Produced On Baculovirus Hi-5 Rix4446 Cells, Tr...	0	1
Poliovirus (Inactivated) Type 3 (Saukett Strain), Pertussis Filamentous Haemagglutinin Adsorbed On Aluminium Hydroxide, Hydrated, Poliovirus (Inact...	0	4
Soft Extract From Pygeum Africanum Bark (200: 1), Extraction Solvent: Methylene Chloride	0	1
Dry Extract Of Hawthorn Leaf And Flower (4-7:1), Extraction Solvent : Ethanol 60 % (V/V)	0	1
Magnesium, Potassium, Dry Extract Of Hawthorn Leaf And Flower (4-7:1), Extraction Solvent: Methanol 70%v/V	0	1
Bryonia C3, Pulsatilla Vulgaris C6, Rumex Crispus C6, Psychotria Ipecacuanha C3, Euspongia Officinalis C3, Lobaria Pulmonaria C3, Kalium Stibyltart...	0	5
Rubidium Chloride	0	1
Tirzepatide	0	2
Alemtuzumab	0	1
Fennel, Bitter, Thyme, Plantaginis Lanceolatae Folium, Liquorice Root	0	10
Neomycin Sulfate, Halcinonide	0	1
Chelidonium Majus Ex Herba Ferm 34b Dil. D3 (Hab, Vs. 34b), Chelidonium Majus E Radice Ferm 34b Dil. D3 (Hab, Vs. 34b), Rosa E Floribus Ferm Cum Fe...	0	1
Arnica, Planta Tota Dil. D3	0	1
Crataegus D1, Convallaria Majalis D2, Scilla Maritima D1, Adonis Vernalis D1	0	1
Hamamelis Dil. D1, Crocus D3, Trillium Pendulum D2	0	1
Phleum Pratense	0	3
Sodium Chloride	0	290
Doxylamine Hydrogen Succinate, Paracetamol	0	1
Lupuli Flos, Matricariae Flos, Hyperici Herba, Valerianae Radix, Menthae Piperitae Herba, Melissae Herba	0	1
Betula Pendula E Cortice, Decoctum Dil. D4 (Hab, Vs. 23a), Galenit Dil. D7, Nicotiana Tabacum E Foliis Ferm 33b Dil. D5 (Hab, Vs. 33b), Retina Et C...	0	1
Kalium Bromatum D12	0	1
Refined And Quantified Dry Extract From Ginkgo Leaf (35-67:1), Quantified To 17,6-21,6 Mg Of Flavonoids Expressed As Flavone Glycosides, 2,08-2,56 ...	0	1
Thiamine Hydrochloride	0	37
Acidum Benzoicum E Resina Dil. D4, Lytta Vesicatoria Dil. D 4, Populus Tremuloides Spag. Peka D2, Pulsatilla Pratensis Spag. Peka D4, Zingiber Offi...	0	1
Ethiodized Oil	0	3
Molsidomine	0	18
Castor Oil	0	8
Viscum Album Mother Tincture, Ginkgo Biloba Ø, Crataegus Mother Tincture	0	1
Apis Mellifica Mother Tincture, Atropa Bella-Donna Dil. D2, Cantharis Dil. D4, Mercurius Sublimatus Corrosivus Dil. D6	0	1
Glucosamine Hydrochloride, Chondroitin Sulfate Sodium	0	4
Patiromer	0	1
Codeine Phosphate, Pini Extractum Fluidum, Anisi Tinctura	0	1
Dimethylol Urea/Phenol Sodium Phenolsulfonate Copolymer	0	1
Lidocaine, Tribenoside	0	3
Benzalkonium Chloride, Chlorhexidine Dihydrochloride, Isopropyl Myristate, Liquid Paraffin	0	4
Indometacin Ph. Eur.	0	2
Prunus Spinosa E Floribus Et Summitatibus Ferm Cum Ferro Dil. D6 (Hab, Vs. 37a)	0	1
Tabacum D6, Aesculus Hippocastanum Dil. D6, Cuprum Aceticum D6, Secale Cornutum D6, Veratrum Album D6, Potentilla Anserina D6	0	1
Epirubicin Hydrochloride	0	67
Metamizole Sodium Monohydrate, Caffeine, Codeine Phosphate Hemihydrate	0	1
Calendula, Arnica Ad Usum Externum	0	1
Valerianae Radix Dry Extract, Melissa Leaf Dry Extract	0	2
Ammonium Dodecyl Sulfate, Tea-Dodecylbenzenesulfonate	0	1
Fucus Vesiculosus Dil. D6	0	1
Oxazepam Ph. Eur.	0	1
Cipaglucosidase Alfa	0	1
Dexamethasone Acetate, Calcium Dobesilate, Lidocaine Hydrochloride	0	1
Lecithin	0	1
Avapritinib	0	1
Hydrocortisone Ph. Eur., Cinchocaine Hydrochloride Bp	0	1
Potassium Hydrogen Carbonate, Betaine Hydrochloride	0	1
Standardised Meadow Saffron Dry Extract	0	1
Dydrogesterone, Estradiol	0	17
Mebrofenin	0	1
Calcifediol	0	20
Sars-Cov-2, Spike Protein, Recombinant, Expressed In Sf9 Cells Derived From Spodoptera Frugiperda, Matrix M	0	1
Trifarotene	0	3
Althaea Extract, Thyme Dry Extract	0	1
Flavoxate Hydrochloride	0	5
Nitrofurantoin Monohydrate	0	8
Chlormethine	0	1
Cyclamen Purpurascens Dil. D 3, Daphne Mezereum Dil. D 3, Panax Ginseng Dil. D 4, Ruta Graveolens Dil. D 3, Sepia Officinalis Dil. D 8, Stillingia ...	0	1
Ascorbic Acid, Calcium Pantothenate, Colecalciferol, Cyanocobalamin, Folic Acid, Nicotinamide, Riboflavin, Thiamine Nitrate, Zinc, Copper, Iron, Ma...	0	1
Heparinoid, Salicylic Acid, Suprarenal Extract	0	1
Piperaquine Tetraphosphate Tetrahydrate, Artenimol	0	1
Sodium Hydrogen Carbonate, Sodium Carbonate, Citric Acid Anhydrous, Potassium Citrate Monohydrate	0	1
Dry Extract From Horse Chestnut Corresponding To 21 Mg Triterpene Glycosides Calculated Protoescigenin, Extraction Solvent: Ethanol 50% (V/V)	0	3
Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Sodium Acetate Trihydrate, L-Malic Acid	0	8
Bisoprolol Hemifumarate	0	34
Rhus Toxicodendron Dil. D12, Rhus Toxicodendron Dil. D200, Rhus Toxicodendron Dil. D30	0	1
Tilia Cordata Flower, Plantaginis Lanceolatae L. Folium, Althaea Officinalis L. Radix	0	1
Adagrasib	0	1
Extract From Fresh Garlic Bulbs (2-3:1), Extraction Solvent: Refined Rapeseed Oil, Extract From Mistletoe (2-3: 1), Extraction Solvent: Refined Rap...	0	1
Nandrolone Decanoate	0	4
Cerebellum Bovis Gl Dil. D8 (Hab, Vs. 41a), Corpora Quadrigemina Bovis Gl Dil. D8 (Hab, Vs. 41a), Hypophysis Bovis Gl Dil. D8 (Hab, Vs. 41a), Iris ...	0	1
Zinc Orotate	0	1
Argipressin	0	11
Conium Maculatum D12, Conium Maculatum D200, Conium Maculatum D30	0	1
Gonadorelin	0	2
Peru Balsam, Calendula Officinalis 2a Ø, Mercurialis Perennis 2b Ø, Stibium Metallicum Praeparatum, Larix Decidua Resin	0	1
Silicea D30, Teucrium Scorodonia D6, Calcium Carbonicum Hahnemanni D30, Arsenum Iodatum D6, Lycopodium Clavatum D30, Phosphorus D30	0	1
Disperse Blue 3	0	1
Liquid Extract Of White Horehound Herb (Der 1:0.9-1.1), Extraction Agent: Ethanol 30% (V/V)	0	2
Berberis Vulgaris Dil. D4, Dulcamara Dil. D4, Equisetum Hiemale Dil. D6, Eupatorium Purpureum Dil. D6	0	1
Iron(Iii) Ion, Folinic Acid	0	1
Pyritinol Hydrochloride	0	2
Tenofovir	0	1
Acebutolol Hydrochloride	0	12
Eschscholtzia Californica Mother Tincture	0	1
Metreleptin	0	1
Caraway Fruit, Rhamnus Frangula L. Cortex, Menthae Piperitae Folium, Refined And Standardized Dry Extract Of Milk Thistle Fruit (24-27:1), Extracti...	0	1
Veratrum Album Dil. D 4, Veratrum Album Dil. D30, Veratrum Album Dil. D200, Citrullus Colocynthis Dil. D10, Citrullus Colocynthis Dil. D30, Citrull...	0	1
Animal Tissue Extracts	0	1
Gelsemium Sempervirens Dil. D4, Veratrum Album Dil. D 4, Acidum L(+)-Lacticum Dil. D15, Influencinum Nosode Dil. D30, Luffa Operculata Dil. D12, Ge...	0	1
Paracetamol Ph. Eur., Ibuprofen Sodium Dihydrate	0	1
Clopamide, Reserpine, Dihydroergocristine	0	1
Diazepam, Isopropamide Iodide	0	1
Levomenthol, D-Camphor, Eucalyptus Oil	0	4
Barosma Betulinum D8, Acidum Arsenicosum D28, Baptisia Tinctoria D4, Capsicum Annuum D6, Cuprum Sulfuricum D6, Apisinum D8, Argentum Nitricum D6, B...	0	1
Hypothalamus Suis D10, Hypothalamus Suis D200, Hypothalamus Suis D30	0	1
Primaquine Phosphate	0	1
Sufentanil Citrate	0	14
Eliglustat	0	1
Menthol, Borneol, Camphene, Menthone, Cineole, Alpha And Beta Pinene	0	1
Calcium Glycerophosphate, Ergocalciferol Bp, A-Tocopheryl Hydrogen Succinate, Thiamine Hydrochloride Bp	0	1
Umeclidinium Bromide, Vilanterol	0	2
Amerchol L-101	0	1
Fluvoxamine Maleate	0	22
Ölauszug Aus Hypericum Perforatum, Herba Rec. (4:1) Auszugsmittel: Raffiniertes Erdnussöl, D-Camphor	0	1
Ciclopirox	0	48
Darolutamide	0	1
Lactic Acid Ph. Eur., 2-Propanol (Ph. Eur.), 1-Propanol	0	3
Atropa Bella-Donna D12	0	1
Hyaluronidase	0	6
Polymyxin B Sulfate, Oxytetracycline	0	1
Soft Extract Of Saw Palmetto (Der 9-11:1), Extraction Solvent: Ethanol 96% V/V	0	4
Dry Extract Of Lime Flower (6-7:1), Extraction Solvent: Ethanol 40% (V/V)	0	1
Malt Extract	0	7
Bryonia D4, Kalium Carbonicum D6, Ranunculus Bulbosus D4	0	1
Rutoside Trihydrate	0	3
Tocilizumab	0	4
Alfuzosin	0	4
Fenoterol Hydrobromide, Ipratropium Bromide Anhydrous	0	6
Neomycin, Chlorobutanol, Menthol, Camphor, Cineole, Sylvestris Pine Oil	0	1
Chenopodium Album L., Amarantus Retroflexus L.	0	15
Arsenicum Album Dil. D6, Atropa Belladonna Dil. D4, Eupatorium Perfoliatum Dil. D4, Phosphorus Dil. D6, Kalium Stibyltartaricum Dil. D4, Aconitum D...	0	1
Crataegus Mother Tincture	0	1
Harpagophytum Procumbens	0	1
Phleum Pratense Pollen, Festuca Pratensis Pollen, Poa Pratensis Pollen, Holcus Lanatus Pollen, Rye Grass Pollen, Dactylis Glomerata Pollen	0	1
Sodium Chloride, Glucose Monohydrate, Potassium Acetate	0	1
Dried Yeast From Saccharomyces Cerevisiae Hansen Cbs 5926	0	10
Lycopodium Clavatum Dil D 6, Arnica Montana Dil. D4, Atropa Bella-Donna Dil. D6, Kalmia Latifolia Dil. D4, Cynara Scolymus Dil. D8, Conium Maculatu...	0	1
Betula, Corylus Avellana, Alnus	0	2
Kalium Iodatum D12, Stibium Sulfuratum Aurantiacum D12, Polygala Senega D8	0	2
Remimazolam	0	1
Thiamine Hydrochloride, Cyanocobalamin, Pyridoxine Hydrochloride	0	32
Acidum Fumaricum D200, Acidum Fumaricum D30, Acidum Fumaricum D10	0	2
Ethylmorphine Hydrochloride, Tincture Of Grindelia	0	1
Morphine Hydrochloride	0	27
Causticum Hahnemanni Dil. D20, Cuprum Metallicum Dil. D 8, Zincum Metallicum Dil. D10	0	1
Viscum Album Quercus Ex Herba Recente Col. D30	0	1
Apremilast	0	86
Glucose, Anhydrous, Potassium Chloride	0	1
Pegvisomant	0	1
Semecarpus Anacardium Trit. D 4, Lachesis Trit. D12, Psychotria Ipecacuanha D4, Argentum Nitricum D6, Iodum D6, Petroleum Rectificatum D6, Robinia ...	0	1
Cola Dil. D2, Camphora D3, Crataegus Mother Tincture, Kalium Carbonicum Dil. D3	0	1
Dimetindene Maleate, Phenylephrine	0	6
Linseed	0	2
Benzalkonium Chloride, Lidocaine Hydrochloride	0	1
Inosine Pranobex, Zinc Gluconate	0	3
Pseudoephedrine Hydrochloride, Ibuprofen	0	82
Talazoparib	0	1
Eptacog Beta (Activated)	0	1
Metformin	0	11
Camphor, Eucalyptus Oil, Turpentine Oil, Marjoram Oil	0	1
Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Tyrosine, Glycine...	0	2
Amoxicillin Trihydrate, Amoxicillin, Clavulanic Acid, Potassium Clavulanate	0	1
Furosemide Sodium	0	7
Oxybutynin Hydrochloride	0	58
Cisplatin	0	42
Dexamethasone Sodium Phosphate Ph. Eur., Netilmicin Sulfate Ph. Eur.	0	1
Leflunomide	0	59
Avena Sativa L.	0	19
Hydrogen Peroxide Solution (3 Per Cent)	0	2
Potassium Iodide, Levothyroxine Sodium, Hydrate	0	4
Stannum Metallicum Dil. D8, Equisetum Arvense Dil. D1, Bambusa E Summitatibus Rec. Dil. D12, Calcium Silicofluoratum Dil. D12, Aletris Farinosa Dil...	0	1
Echinacea Angustifolia Rh Dil. D3	0	1
Medronic Acid	0	3
Calcium Carbonate	0	80
Scrophularia Nodosa D4	0	2
Trimecaine Hydrochloride, Carbaethopendecinium Bromide	0	1
Aluminium Chloride Hexahydrate	0	4
Flucytosine	0	1
Nitrous Oxide	0	118
Chloroxine	0	1
Cyclophosphamide Monohydrate	0	16
Ascorbic Acid, Echinacea Purpurea Radix, Extract, Zinc	0	2
Herpes Simplex Nosode D12, Herpes Simplex Nosode D200, Herpes Simplex Nosode D30	0	1
Piritramide	0	3
Sodium Lactate 60%	0	1
Dry Extract From Milk Thistle Fruit (Equivalent To 1.721 G – 5.000 G Of Milk Thistle Fruits) Corresponding To 50 Mg Of Silymarin, Calculated As Sil...	0	3
Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Sodium Acetate Trihydrate, Glucose Monohydrate Ph. Eur.	0	1
Boehmite	0	1
Riboflavin Sodium Phosphate, Thiamine Hydrochloride, Ascorbic Acid, Ergocalciferol, Dexpanthenol, Nicotinamide, Pyridoxine Hydrochloride, Alphatoco...	0	1
Timolol Maleate, Brimonidine Tartrate	0	22
Adonis Vernalis D4, Convallaria Majalis Dil. D4, Crataegus Mother Tincture, Spigelia Anthelmia Dil. D4	0	1
Extract From Wormwood (1: 5.7-6.1), Extraction Solvent: Ethanol 50% (V/V), Extract From Anethum Graveolens Fruit (1: 5.7-6.1), Extraction Solvent: ...	0	1
Naphazoline Nitrate, Lidocaine Hydrochloride	0	1
Cetostearyl Alcohol, Sodium Laurilsulfate	0	2
Zinc Oxide, Ichthammol, Tormentillae Extractum Fluidum	0	3
Arnica Montana C4, Cimicifuga Racemosa C4, Sanguinaria Canadensis C4, Nitroglycerinum C4, Lachesis C5	0	1
Convallaria Majalis E Planta Tota Ferm 33c Dil. D3 (Hab, Vs. 33c), Urginea Maritima Var. Rubra E Bulbo Ferm 33b Dil. D3 (Hab, Vs. 33b), Adonis Vern...	0	1
Grapes (Dry Seed) Standardized Procyanidolic Oligomers	0	1
Peumus Boldus Leaf	0	1
Silybum Marianum Dil. D 3, Pulsatilla Vulgaris D6, Berberis Vulgaris D5	0	1
Distilled Coal Tar	0	2
Lisinopril Dihydrate, Hydrochlorothiazide	0	37
Berberis Vulgaris Urt., Cynara Scolymus Ø, Taraxacum Officinale Ø, Lycopodium Clavatum Dil. D4	0	1
Isoniazid, Rifampicin	0	6
Quetiapine	0	268
Terebinthina Laricina	0	1
Acetic Acid, Glacial, Potassium Chloride Ph. Eur., Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dih...	0	1
Esomeprazole Magnesium Trihydrate	0	30
Micafungin Sodium	0	10
Carbimazole Ph. Eur.	0	1
Vespula Spp. (802), Aluminium Hydroxide	0	12
Antazoline Phosphate, Naphazoline Hydrochloride	0	3
Gentamicin Sulfate, Dexamethasone Dihydrogen Phosphate Disodium Ph. Eur.	0	2
Paracetamol, Caffeine, Opium, Prepared	0	1
Clotrimazole Bp	0	1
Diclofenac Resinate	0	2
Levomenthol, Peppermint Oil, Myrrh Tincture	0	1
Beclometasone Dipropionate, Clioquinol	0	2
Ibuprofen D,l-Lysinate	0	10
Procaine Hydrochloride, Magnesium Chloride Hexahydrate, Potassium Chloride	0	1
Sulfadiazine Silver, Sodium Hyaluronate	0	5
Emtricitabine, Efavirenz, Tenofovir Disoproxil Phosphate	0	5
Menthol, Camphor, Rosemary Oil, Pine Needle Oil (Pinus Sylvestris)	0	1
Calcium Ion, Sodium Ion, Chloride Ion, Hydrogen Carbonate	0	2
Urofollitropin	0	10
Amiloride, Hydrochlorothiazide	0	4
Folic Acid, Iron	0	9
Olmesartan	0	1
Cimetidine Hydrochloride	0	2
Defatted Powder Of Arachis Hypogaea L., Semen (Peanuts)	0	1
Lactobacillus Helveticus Dsm 4183 Aqueous Substrate Of Metabolic Products, Lactobacillus Acidophilus Dsm 4149, Aquaeous Substrate Of Metabolic Prod...	0	2
Atropa Bella-Donna Dil. D10, Plantago Major Dil. D15, Plantago Major Dil. D2, Plantago Major Dil. D200, Plantago Major Dil. D30, Plantago Major Dil...	0	1
Hydrargyrum Sulfuratum Rubrum Dil. D8, Luffa Operculata Dil. D6, Kalium Bichromicum D6	0	1
Populus Tremuloides Ø, Serenoa Repens Ø	0	1
Solidago Canadensis L.	0	19
Dry Extract Of Milk Thistle Fruit (Der 20-35:1), Corresponding To 70 Mg Of Silymarin, Expressed As Silibinin, Extraction Solvent : Acetone 96% (V/V)	0	1
Manganum Sulfuricum Trit. D12	0	1
Bryophyllum Argento Cultum Rh Dil. D2, Bryophyllum Argento Cultum Rh Dil. D3	0	1
Saccharomyces Cerevisiae Extract	0	1
Tolu Balm (1:10), Extraction Solvent: Ethanol 65% (V/V), Tincture From Ipecacuanha Root (1:10), Extraction Solvent: Ethanol 65% (V/V)	0	1
Alizapride Hydrochloride	0	2
Ferriprotinate	0	2
Nepafenac	0	2
Chininum Arsenicosum Dil. D 6, Cinchona Pubescens Dil. D6, Veratrum Album Dil. D 4, Prunus Laurocerasus D6, Kalium Carbonicum Dil. D4, Convallaria ...	0	1
Artemisia Absinthium Ø, Cochlearia Officinalis Ø, Juniperus Communis Ø, Psychotria Ipecacuanha Dil. D2, Citrullus Colocynthis Dil. D3	0	1
Crocus Sativus D4, Ferrum Phosphoricum D8, Secale Cornutum D6, Aesculus Hippocastanum D4, Hamamelis Virginiana D6, Acidum Sulfuricum D4	0	1
Hazelnut	0	10
Phosphatidyl Choline	0	3
Sodium Citrate Dihydrate	0	4
Drosera Rotundifolia D12, Drosera Rotundifolia D3, Drosera Rotundifolia D6	0	1
Lyophilized Bacterial Lysates Of: Haemophilus Influenzae Streptococcus (Diplococcus) Pneumoniae Klebsiella Pneumoniae And Ozaenae Staphylococcus Au...	0	8
Betulae Folium, Equisetum Stem, Vitis Idaeae Folium, Chicory Root	0	1
Kalium Sulfuricum Trit. D12	0	1
Restharrow Root, Orthosiphon Folium	0	1
Thiamphenicol Glycinate Hydrochloride	0	2
Acidum Nitricum D4	0	1
Etranacogene Dezaparvovec	0	1
Mrna Encoding Sars-Cov 2, Variant Lp.8.1, Spike Glycoprotein	0	1
Cefalexin Monohydrate	0	15
Vonicog Alfa	0	1
Arachis Hypogaea	0	9
Glutathione Sodium	0	6
Pemetrexed Disodium Hemipentahydrate	0	6
Sennae Folium Cum Fructus	0	1
Colchicum Autumnale Trit. D 4, Ferrum Phosphoricum Trit. D6, Rhus Toxicodendron Trit. D6, Natrium Carbonicum Trit. D4, Strychnos Nux-Vomica D6, Lit...	0	1
Diphenhydramine Hydrochloride Ph. Eur., Paracetamol Ph. Eur.	0	1
Liquid Extract (1 : 10.6-13.0) Of Artichoke Leaf, Gentian Root, Turmeric Root, Dandelion Herb With Root, Ginger, Yarrow Herb, Bitter Fennel, Matric...	0	1
Benzensulfonchloramide Sodium	0	1
Insulin Human Isophane (Rdna)	0	1
